Occurred ,Success,Error_Probs
12/09/2016 11:47:29,2,0.428571428571
12/09/2016 11:47:30,2,0.285714285714
12/09/2016 11:47:30,2,0.285714285714
12/09/2016 11:47:31,2,0.285714285714
12/09/2016 11:47:32,2,0.142857142857
12/09/2016 11:47:32,2,0.0
12/09/2016 11:47:33,2,0.0
12/09/2016 11:47:33,1,0.142857142857
12/09/2016 11:47:34,2,0.142857142857
12/09/2016 11:47:35,1,0.285714285714
12/09/2016 11:47:35,1,0.428571428571
12/09/2016 11:47:36,1,0.571428571429
12/09/2016 11:47:37,2,0.571428571429
12/09/2016 11:47:37,2,0.571428571429
12/09/2016 11:47:38,1,0.571428571429
12/09/2016 11:47:39,2,0.571428571429
12/09/2016 11:47:39,2,0.428571428571
12/09/2016 11:47:40,2,0.285714285714
12/09/2016 11:47:40,2,0.142857142857
12/09/2016 11:47:41,1,0.285714285714
12/09/2016 11:47:42,1,0.428571428571
12/09/2016 11:47:42,2,0.285714285714
12/09/2016 11:47:43,2,0.285714285714
12/09/2016 11:47:44,1,0.428571428571
12/09/2016 11:47:44,2,0.428571428571
12/09/2016 11:47:45,1,0.571428571429
12/09/2016 11:47:46,1,0.571428571429
12/09/2016 11:47:46,2,0.428571428571
12/09/2016 11:47:47,1,0.571428571429
12/09/2016 11:47:48,1,0.714285714286
12/9/2016 11:47:48,0,0.571428571429
12/09/2016 11:47:49,2,0.571428571429
12/09/2016 11:47:49,2,0.428571428571
12/09/2016 11:47:49,2,0.285714285714
12/09/2016 11:47:49,2,0.285714285714
12/09/2016 11:47:49,1,0.285714285714
12/09/2016 11:47:49,2,0.142857142857
12/09/2016 11:47:49,2,0.142857142857
12/09/2016 11:47:49,1,0.285714285714
12/09/2016 11:47:49,2,0.285714285714
12/09/2016 11:47:49,1,0.428571428571
12/09/2016 11:47:49,2,0.428571428571
12/09/2016 11:47:49,2,0.285714285714
12/09/2016 11:47:49,1,0.428571428571
12/09/2016 11:47:49,2,0.428571428571
12/09/2016 11:47:49,1,0.428571428571
12/09/2016 11:47:49,2,0.428571428571
12/09/2016 11:47:49,2,0.285714285714
12/09/2016 11:47:49,2,0.285714285714
12/09/2016 11:47:48,1,0.428571428571
12/09/2016 11:47:48,2,0.285714285714
12/09/2016 11:47:48,1,0.428571428571
12/09/2016 11:47:48,1,0.428571428571
12/09/2016 11:47:48,2,0.428571428571
12/09/2016 11:47:48,1,0.571428571429
12/09/2016 11:47:48,2,0.571428571429
12/09/2016 11:47:48,1,0.571428571429
12/09/2016 11:47:48,1,0.714285714286
12/09/2016 11:47:48,1,0.714285714286
12/09/2016 11:47:48,1,0.714285714286
12/09/2016 11:47:48,2,0.714285714286
12/09/2016 11:47:48,1,0.714285714286
12/09/2016 11:47:48,1,0.857142857143
12/09/2016 11:47:48,1,0.857142857143
12/09/2016 11:47:48,1,0.857142857143
12/09/2016 11:47:48,1,0.857142857143
12/09/2016 11:47:48,1,0.857142857143
12/9/2016 11:47:48,0,0.857142857143
12/09/2016 11:49:52,2,0.714285714286
12/09/2016 11:49:48,1,0.714285714286
12/09/2016 11:49:44,2,0.571428571429
12/09/2016 11:49:40,2,0.428571428571
12/09/2016 11:49:37,2,0.285714285714
12/09/2016 11:49:33,2,0.142857142857
12/09/2016 11:49:29,2,0.142857142857
12/09/2016 11:49:25,2,0.142857142857
12/09/2016 11:49:22,1,0.142857142857
12/09/2016 11:49:18,1,0.285714285714
12/09/2016 11:49:14,1,0.428571428571
12/09/2016 11:49:10,2,0.428571428571
12/09/2016 11:49:07,2,0.428571428571
12/09/2016 11:49:03,2,0.428571428571
12/09/2016 11:48:59,1,0.571428571429
12/09/2016 11:48:55,2,0.428571428571
12/09/2016 11:48:52,2,0.285714285714
12/09/2016 11:48:48,1,0.285714285714
12/09/2016 11:48:44,1,0.428571428571
12/09/2016 11:48:40,1,0.571428571429
12/09/2016 11:48:36,1,0.714285714286
12/09/2016 11:48:33,1,0.714285714286
12/09/2016 11:48:29,2,0.714285714286
12/09/2016 11:48:25,2,0.714285714286
12/09/2016 11:48:21,1,0.714285714286
12/09/2016 11:48:18,2,0.571428571429
12/09/2016 11:48:14,1,0.571428571429
12/09/2016 11:48:10,1,0.571428571429
12/09/2016 11:48:06,1,0.571428571429
12/09/2016 11:48:03,2,0.571428571429
12/09/2016 11:47:59,1,0.714285714286
12/09/2016 11:47:55,2,0.571428571429
12/09/2016 11:47:51,1,0.714285714286
12/09/2016 11:47:48,1,0.714285714286
12/9/2016 11:47:48,0,0.571428571429
12/09/2016 11:50:38,2,0.428571428571
12/09/2016 11:51:21,1,0.571428571429
12/09/2016 11:52:03,2,0.428571428571
12/09/2016 11:52:46,2,0.428571428571
12/09/2016 11:53:28,2,0.285714285714
12/09/2016 11:54:11,2,0.142857142857
12/09/2016 11:54:53,2,0.142857142857
12/09/2016 11:55:36,1,0.285714285714
12/09/2016 11:56:19,2,0.142857142857
12/09/2016 11:57:01,1,0.285714285714
12/09/2016 11:57:44,2,0.285714285714
12/09/2016 11:58:26,1,0.428571428571
12/09/2016 11:59:09,2,0.428571428571
12/09/2016 11:59:51,2,0.428571428571
12/09/2016 12:00:34,1,0.428571428571
12/09/2016 12:01:17,2,0.428571428571
12/09/2016 12:01:59,1,0.428571428571
12/09/2016 12:02:42,2,0.428571428571
12/09/2016 12:03:24,1,0.428571428571
12/09/2016 12:04:07,1,0.571428571429
12/09/2016 12:04:49,1,0.714285714286
12/09/2016 12:05:32,1,0.714285714286
12/09/2016 12:06:15,1,0.857142857143
12/9/2016 12:06:15,0,0.714285714286
12/09/2016 12:06:16,2,0.714285714286
12/09/2016 12:06:16,2,0.571428571429
12/09/2016 12:06:16,2,0.428571428571
12/09/2016 12:06:16,1,0.428571428571
12/09/2016 12:06:16,2,0.285714285714
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,2,0.0
12/09/2016 12:06:16,1,0.142857142857
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,1,0.285714285714
12/09/2016 12:06:16,1,0.428571428571
12/09/2016 12:06:16,1,0.571428571429
12/09/2016 12:06:16,2,0.571428571429
12/09/2016 12:06:16,2,0.428571428571
12/09/2016 12:06:16,1,0.571428571429
12/09/2016 12:06:16,2,0.571428571429
12/09/2016 12:06:16,2,0.428571428571
12/09/2016 12:06:16,2,0.285714285714
12/09/2016 12:06:16,2,0.142857142857
12/09/2016 12:06:16,1,0.285714285714
12/09/2016 12:06:16,2,0.285714285714
12/09/2016 12:06:16,1,0.285714285714
12/09/2016 12:06:16,2,0.285714285714
12/09/2016 12:06:16,1,0.428571428571
12/09/2016 12:06:16,1,0.571428571429
12/09/2016 12:06:16,1,0.714285714286
12/09/2016 12:06:16,2,0.571428571429
12/09/2016 12:06:16,1,0.714285714286
12/09/2016 12:06:16,1,0.714285714286
12/09/2016 12:06:16,2,0.714285714286
12/09/2016 12:06:16,2,0.571428571429
12/09/2016 12:06:16,1,0.571428571429
12/09/2016 12:06:16,1,0.571428571429
12/09/2016 12:06:16,2,0.571428571429
12/09/2016 12:06:16,1,0.571428571429
12/09/2016 12:06:16,1,0.571428571429
12/09/2016 12:06:16,1,0.714285714286
12/09/2016 12:06:16,1,0.857142857143
12/09/2016 12:06:16,1,0.857142857143
12/09/2016 12:06:16,1,0.857142857143
12/09/2016 12:06:16,1,1.0
12/09/2016 12:06:16,1,1.0
12/09/2016 12:06:16,1,1.0
12/09/2016 12:06:16,1,1.0
12/9/2016 12:06:16,0,0.857142857143
12/09/2016 12:07:07,2,0.714285714286
12/09/2016 12:07:05,2,0.571428571429
12/09/2016 12:07:03,1,0.571428571429
12/09/2016 12:07:01,1,0.571428571429
12/09/2016 12:07:00,2,0.428571428571
12/09/2016 12:06:58,1,0.428571428571
12/09/2016 12:06:56,2,0.428571428571
12/09/2016 12:06:54,2,0.428571428571
12/09/2016 12:06:53,2,0.428571428571
12/09/2016 12:06:51,2,0.285714285714
12/09/2016 12:06:49,2,0.142857142857
12/09/2016 12:06:47,2,0.142857142857
12/09/2016 12:06:46,1,0.142857142857
12/09/2016 12:06:44,1,0.285714285714
12/09/2016 12:06:42,1,0.428571428571
12/09/2016 12:06:40,1,0.571428571429
12/09/2016 12:06:38,2,0.571428571429
12/09/2016 12:06:37,2,0.571428571429
12/09/2016 12:06:35,2,0.571428571429
12/09/2016 12:06:33,1,0.571428571429
12/09/2016 12:06:31,1,0.571428571429
12/09/2016 12:06:30,1,0.571428571429
12/09/2016 12:06:28,2,0.428571428571
12/09/2016 12:06:26,1,0.571428571429
12/09/2016 12:06:24,1,0.714285714286
12/09/2016 12:06:23,1,0.857142857143
12/09/2016 12:06:21,1,0.857142857143
12/09/2016 12:06:19,1,0.857142857143
12/09/2016 12:06:17,1,0.857142857143
12/09/2016 12:06:16,1,1.0
12/9/2016 12:06:16,0,0.857142857143
12/09/2016 12:07:07,2,0.714285714286
12/09/2016 12:07:05,2,0.571428571429
12/09/2016 12:07:03,2,0.428571428571
12/09/2016 12:07:01,2,0.285714285714
12/09/2016 12:07:00,2,0.142857142857
12/09/2016 12:06:58,2,0.0
12/09/2016 12:06:56,2,0.0
12/09/2016 12:06:54,2,0.0
12/09/2016 12:06:52,2,0.0
12/09/2016 12:06:51,2,0.0
12/09/2016 12:06:49,2,0.0
12/09/2016 12:06:47,2,0.0
12/09/2016 12:06:45,1,0.142857142857
12/09/2016 12:06:43,1,0.285714285714
12/09/2016 12:06:42,1,0.428571428571
12/09/2016 12:06:40,2,0.428571428571
12/09/2016 12:06:38,1,0.571428571429
12/09/2016 12:06:36,2,0.571428571429
12/09/2016 12:06:34,2,0.571428571429
12/09/2016 12:06:33,1,0.571428571429
12/09/2016 12:06:31,1,0.571428571429
12/09/2016 12:06:29,1,0.571428571429
12/09/2016 12:06:27,2,0.571428571429
12/09/2016 12:06:25,1,0.571428571429
12/09/2016 12:06:24,1,0.714285714286
12/09/2016 12:06:22,1,0.857142857143
12/09/2016 12:06:20,1,0.857142857143
12/09/2016 12:06:18,1,0.857142857143
12/09/2016 12:06:17,1,0.857142857143
12/9/2016 12:06:17,0,0.857142857143
12/09/2016 12:07:07,2,0.714285714286
12/09/2016 12:07:06,2,0.571428571429
12/09/2016 12:07:04,2,0.428571428571
12/09/2016 12:07:03,2,0.285714285714
12/09/2016 12:07:02,1,0.285714285714
12/09/2016 12:07:00,2,0.142857142857
12/09/2016 12:06:59,2,0.142857142857
12/09/2016 12:06:58,2,0.142857142857
12/09/2016 12:06:56,2,0.142857142857
12/09/2016 12:06:55,2,0.142857142857
12/09/2016 12:06:54,1,0.285714285714
12/09/2016 12:06:52,2,0.142857142857
12/09/2016 12:06:51,1,0.285714285714
12/09/2016 12:06:49,2,0.285714285714
12/09/2016 12:06:48,1,0.428571428571
12/09/2016 12:06:47,1,0.571428571429
12/09/2016 12:06:45,1,0.714285714286
12/09/2016 12:06:44,1,0.714285714286
12/09/2016 12:06:43,2,0.714285714286
12/09/2016 12:06:41,2,0.571428571429
12/09/2016 12:06:40,1,0.714285714286
12/09/2016 12:06:39,1,0.714285714286
12/09/2016 12:06:37,1,0.714285714286
12/09/2016 12:06:36,1,0.714285714286
12/09/2016 12:06:34,1,0.714285714286
12/09/2016 12:06:33,1,0.857142857143
12/09/2016 12:06:32,1,1.0
12/09/2016 12:06:30,1,1.0
12/09/2016 12:06:29,1,1.0
12/09/2016 12:06:28,1,1.0
12/09/2016 12:06:26,2,0.857142857143
12/09/2016 12:06:25,1,0.857142857143
12/09/2016 12:06:24,1,0.857142857143
12/09/2016 12:06:22,1,0.857142857143
12/09/2016 12:06:21,1,0.857142857143
12/09/2016 12:06:20,1,0.857142857143
12/9/2016 12:06:20,0,0.714285714286
12/09/2016 12:06:27,2,0.714285714286
12/09/2016 12:06:32,2,0.571428571429
12/09/2016 12:06:38,2,0.428571428571
12/09/2016 12:06:43,2,0.285714285714
12/09/2016 12:06:49,2,0.142857142857
12/09/2016 12:06:54,2,0.0
12/09/2016 12:07:00,2,0.0
12/09/2016 12:07:05,2,0.0
12/09/2016 12:07:11,1,0.142857142857
12/09/2016 12:07:16,1,0.285714285714
12/09/2016 12:07:21,1,0.428571428571
12/09/2016 12:07:27,2,0.428571428571
12/09/2016 12:07:32,2,0.428571428571
12/09/2016 12:07:38,1,0.571428571429
12/09/2016 12:07:43,1,0.714285714286
12/09/2016 12:07:49,2,0.571428571429
12/09/2016 12:07:54,1,0.571428571429
12/09/2016 12:08:00,1,0.571428571429
12/09/2016 12:08:05,1,0.714285714286
12/09/2016 12:08:11,1,0.857142857143
12/9/2016 12:08:11,0,0.714285714286
12/09/2016 12:08:13,2,0.571428571429
12/09/2016 12:08:13,2,0.571428571429
12/09/2016 12:08:13,2,0.428571428571
12/09/2016 12:08:13,2,0.285714285714
12/09/2016 12:08:14,2,0.142857142857
12/09/2016 12:08:14,1,0.142857142857
12/09/2016 12:08:14,1,0.285714285714
12/09/2016 12:08:14,1,0.428571428571
12/09/2016 12:08:14,2,0.428571428571
12/09/2016 12:08:15,1,0.571428571429
12/09/2016 12:08:15,2,0.571428571429
12/09/2016 12:08:15,1,0.714285714286
12/09/2016 12:08:15,1,0.714285714286
12/09/2016 12:08:15,1,0.714285714286
12/09/2016 12:08:16,2,0.571428571429
12/09/2016 12:08:16,1,0.714285714286
12/09/2016 12:08:16,1,0.714285714286
12/09/2016 12:08:16,1,0.857142857143
12/09/2016 12:08:16,1,0.857142857143
12/09/2016 12:08:17,1,0.857142857143
12/9/2016 12:08:17,0,0.714285714286
12/09/2016 12:08:18,2,0.714285714286
12/09/2016 12:08:18,2,0.571428571429
12/09/2016 12:08:18,2,0.428571428571
12/09/2016 12:08:18,2,0.285714285714
12/09/2016 12:08:18,2,0.142857142857
12/09/2016 12:08:18,2,0.0
12/09/2016 12:08:18,2,0.0
12/09/2016 12:08:18,2,0.0
12/09/2016 12:08:18,1,0.142857142857
12/09/2016 12:08:18,2,0.142857142857
12/09/2016 12:08:18,1,0.285714285714
12/09/2016 12:08:18,2,0.285714285714
12/09/2016 12:08:18,2,0.285714285714
12/09/2016 12:08:18,2,0.285714285714
12/09/2016 12:08:18,2,0.285714285714
12/09/2016 12:08:18,2,0.142857142857
12/09/2016 12:08:18,1,0.285714285714
12/09/2016 12:08:18,1,0.285714285714
12/09/2016 12:08:18,1,0.428571428571
12/09/2016 12:08:18,2,0.428571428571
12/09/2016 12:08:18,2,0.428571428571
12/09/2016 12:08:18,2,0.428571428571
12/09/2016 12:08:18,2,0.428571428571
12/09/2016 12:08:18,1,0.428571428571
12/09/2016 12:08:18,1,0.428571428571
12/09/2016 12:08:17,1,0.428571428571
12/09/2016 12:08:17,1,0.571428571429
12/09/2016 12:08:17,1,0.714285714286
12/09/2016 12:08:17,1,0.857142857143
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,2,0.857142857143
12/09/2016 12:08:17,2,0.714285714286
12/09/2016 12:08:17,1,0.714285714286
12/09/2016 12:08:17,1,0.714285714286
12/09/2016 12:08:17,1,0.714285714286
12/09/2016 12:08:17,1,0.714285714286
12/09/2016 12:08:17,1,0.714285714286
12/09/2016 12:08:17,1,0.857142857143
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/09/2016 12:08:17,1,1.0
12/9/2016 12:08:17,0,0.857142857143
12/09/2016 12:08:22,2,0.714285714286
12/09/2016 12:08:22,2,0.571428571429
12/09/2016 12:08:22,2,0.428571428571
12/09/2016 12:08:21,1,0.428571428571
12/09/2016 12:08:21,2,0.285714285714
12/09/2016 12:08:21,2,0.142857142857
12/09/2016 12:08:21,2,0.142857142857
12/09/2016 12:08:20,2,0.142857142857
12/09/2016 12:08:20,2,0.142857142857
12/09/2016 12:08:20,2,0.142857142857
12/09/2016 12:08:20,1,0.142857142857
12/09/2016 12:08:19,1,0.285714285714
12/09/2016 12:08:19,2,0.285714285714
12/09/2016 12:08:19,1,0.428571428571
12/09/2016 12:08:19,1,0.571428571429
12/09/2016 12:08:18,1,0.714285714286
12/09/2016 12:08:18,2,0.714285714286
12/09/2016 12:08:18,1,0.714285714286
12/09/2016 12:08:18,1,0.714285714286
12/09/2016 12:08:17,1,0.857142857143
12/09/2016 12:08:17,1,0.857142857143
12/09/2016 12:08:17,1,0.857142857143
12/09/2016 12:08:17,1,0.857142857143
12/9/2016 12:08:17,0,0.857142857143
12/09/2016 12:08:23,2,0.714285714286
12/09/2016 12:08:23,2,0.571428571429
12/09/2016 12:08:23,2,0.428571428571
12/09/2016 12:08:24,1,0.428571428571
12/09/2016 12:08:24,2,0.285714285714
12/09/2016 12:08:24,2,0.142857142857
12/09/2016 12:08:24,2,0.142857142857
12/09/2016 12:08:25,2,0.142857142857
12/09/2016 12:08:25,2,0.142857142857
12/09/2016 12:08:25,2,0.142857142857
12/09/2016 12:08:25,2,0.0
12/09/2016 12:08:26,2,0.0
12/09/2016 12:08:26,2,0.0
12/09/2016 12:08:26,2,0.0
12/09/2016 12:08:26,1,0.142857142857
12/09/2016 12:08:27,1,0.285714285714
12/09/2016 12:08:27,2,0.285714285714
12/09/2016 12:08:27,1,0.428571428571
12/09/2016 12:08:28,1,0.571428571429
12/09/2016 12:08:28,2,0.571428571429
12/09/2016 12:08:28,1,0.714285714286
12/09/2016 12:08:28,1,0.714285714286
12/09/2016 12:08:29,1,0.714285714286
12/09/2016 12:08:29,2,0.714285714286
12/09/2016 12:08:29,1,0.714285714286
12/09/2016 12:08:29,1,0.714285714286
12/09/2016 12:08:30,2,0.714285714286
12/09/2016 12:08:30,1,0.714285714286
12/09/2016 12:08:30,1,0.714285714286
12/09/2016 12:08:30,2,0.571428571429
12/09/2016 12:08:31,1,0.714285714286
12/09/2016 12:08:31,1,0.714285714286
12/09/2016 12:08:31,1,0.714285714286
12/09/2016 12:08:31,1,0.857142857143
12/09/2016 12:08:32,1,0.857142857143
12/09/2016 12:08:32,1,0.857142857143
12/09/2016 12:08:32,1,1.0
12/09/2016 12:08:33,1,1.0
12/9/2016 12:08:33,0,0.857142857143
12/09/2016 12:08:34,2,0.714285714286
12/09/2016 12:08:34,2,0.571428571429
12/09/2016 12:08:34,2,0.428571428571
12/09/2016 12:08:34,1,0.428571428571
12/09/2016 12:08:34,2,0.285714285714
12/09/2016 12:08:34,2,0.142857142857
12/09/2016 12:08:34,2,0.142857142857
12/09/2016 12:08:34,2,0.142857142857
12/09/2016 12:08:34,2,0.142857142857
12/09/2016 12:08:34,2,0.142857142857
12/09/2016 12:08:34,2,0.0
12/09/2016 12:08:34,2,0.0
12/09/2016 12:08:34,1,0.142857142857
12/09/2016 12:08:34,1,0.285714285714
12/09/2016 12:08:34,2,0.285714285714
12/09/2016 12:08:34,1,0.428571428571
12/09/2016 12:08:34,2,0.428571428571
12/09/2016 12:08:34,2,0.428571428571
12/09/2016 12:08:34,1,0.571428571429
12/09/2016 12:08:34,2,0.428571428571
12/09/2016 12:08:34,1,0.428571428571
12/09/2016 12:08:34,1,0.571428571429
12/09/2016 12:08:33,2,0.428571428571
12/09/2016 12:08:33,1,0.571428571429
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,2,0.714285714286
12/09/2016 12:08:33,2,0.571428571429
12/09/2016 12:08:33,1,0.571428571429
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,2,0.571428571429
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.857142857143
12/09/2016 12:08:33,1,0.857142857143
12/09/2016 12:08:33,1,0.857142857143
12/09/2016 12:08:33,1,0.857142857143
12/09/2016 12:08:33,2,0.714285714286
12/09/2016 12:08:33,2,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/09/2016 12:08:33,1,0.714285714286
12/9/2016 12:08:33,0,0.714285714286
12/09/2016 12:08:37,2,0.714285714286
12/09/2016 12:08:37,1,0.714285714286
12/09/2016 12:08:37,2,0.571428571429
12/09/2016 12:08:37,2,0.428571428571
12/09/2016 12:08:36,1,0.428571428571
12/09/2016 12:08:36,2,0.285714285714
12/09/2016 12:08:36,1,0.428571428571
12/09/2016 12:08:36,2,0.428571428571
12/09/2016 12:08:35,2,0.285714285714
12/09/2016 12:08:35,2,0.285714285714
12/09/2016 12:08:35,2,0.285714285714
12/09/2016 12:08:35,1,0.285714285714
12/09/2016 12:08:34,1,0.428571428571
12/09/2016 12:08:34,2,0.285714285714
12/09/2016 12:08:34,2,0.285714285714
12/09/2016 12:08:34,2,0.285714285714
12/09/2016 12:08:33,1,0.428571428571
12/09/2016 12:08:33,1,0.571428571429
12/09/2016 12:08:33,1,0.571428571429
12/09/2016 12:08:33,1,0.571428571429
12/09/2016 12:08:33,1,0.714285714286
12/9/2016 12:08:33,0,0.714285714286
12/09/2016 12:08:38,2,0.714285714286
12/09/2016 12:08:38,2,0.571428571429
12/09/2016 12:08:39,2,0.428571428571
12/09/2016 12:08:39,1,0.428571428571
12/09/2016 12:08:39,2,0.285714285714
12/09/2016 12:08:40,2,0.142857142857
12/09/2016 12:08:40,2,0.142857142857
12/09/2016 12:08:41,2,0.142857142857
12/09/2016 12:08:41,2,0.142857142857
12/09/2016 12:08:41,2,0.142857142857
12/09/2016 12:08:42,1,0.142857142857
12/09/2016 12:08:42,1,0.285714285714
12/09/2016 12:08:42,2,0.285714285714
12/09/2016 12:08:43,2,0.285714285714
12/09/2016 12:08:43,2,0.285714285714
12/09/2016 12:08:44,2,0.285714285714
12/09/2016 12:08:44,2,0.285714285714
12/09/2016 12:08:44,1,0.285714285714
12/09/2016 12:08:45,1,0.285714285714
12/09/2016 12:08:45,2,0.285714285714
12/09/2016 12:08:45,2,0.285714285714
12/09/2016 12:08:46,2,0.285714285714
12/09/2016 12:08:46,1,0.428571428571
12/09/2016 12:08:47,2,0.428571428571
12/09/2016 12:08:47,1,0.428571428571
12/09/2016 12:08:47,1,0.428571428571
12/09/2016 12:08:48,1,0.571428571429
12/09/2016 12:08:48,1,0.714285714286
12/09/2016 12:08:48,1,0.857142857143
12/09/2016 12:08:49,1,0.857142857143
12/09/2016 12:08:49,1,1.0
12/09/2016 12:08:50,1,1.0
12/09/2016 12:08:50,1,1.0
12/09/2016 12:08:50,1,1.0
12/09/2016 12:08:51,1,1.0
12/09/2016 12:08:51,2,0.857142857143
12/09/2016 12:08:51,2,0.714285714286
12/09/2016 12:08:52,1,0.714285714286
12/09/2016 12:08:52,1,0.714285714286
12/09/2016 12:08:53,1,0.714285714286
12/9/2016 12:08:53,0,0.571428571429
12/09/2016 12:08:54,2,0.428571428571
12/09/2016 12:08:54,2,0.428571428571
12/09/2016 12:08:54,2,0.428571428571
12/09/2016 12:08:54,1,0.428571428571
12/09/2016 12:08:54,2,0.285714285714
12/09/2016 12:08:54,1,0.285714285714
12/09/2016 12:08:54,2,0.285714285714
12/09/2016 12:08:54,2,0.285714285714
12/09/2016 12:08:54,2,0.285714285714
12/09/2016 12:08:54,1,0.428571428571
12/09/2016 12:08:54,2,0.285714285714
12/09/2016 12:08:54,2,0.285714285714
12/09/2016 12:08:54,1,0.285714285714
12/09/2016 12:08:54,2,0.285714285714
12/09/2016 12:08:54,1,0.428571428571
12/09/2016 12:08:54,2,0.428571428571
12/09/2016 12:08:54,1,0.428571428571
12/09/2016 12:08:54,1,0.571428571429
12/09/2016 12:08:54,1,0.714285714286
12/09/2016 12:08:54,1,0.714285714286
12/09/2016 12:08:54,2,0.714285714286
12/09/2016 12:08:54,2,0.571428571429
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,2,0.571428571429
12/09/2016 12:08:53,1,0.571428571429
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,2,0.714285714286
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,2,0.571428571429
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,2,0.571428571429
12/09/2016 12:08:53,1,0.571428571429
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,2,0.571428571429
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,1,0.714285714286
12/09/2016 12:08:53,1,0.857142857143
12/09/2016 12:08:53,1,0.857142857143
12/09/2016 12:08:53,1,0.857142857143
12/09/2016 12:08:53,1,0.857142857143
12/9/2016 12:08:53,0,0.857142857143
12/09/2016 12:09:01,2,0.714285714286
12/09/2016 12:09:04,2,0.571428571429
12/09/2016 12:09:08,2,0.428571428571
12/09/2016 12:09:11,2,0.285714285714
12/09/2016 12:09:14,2,0.142857142857
12/09/2016 12:09:18,2,0.0
12/09/2016 12:09:21,2,0.0
12/09/2016 12:09:24,2,0.0
12/09/2016 12:09:28,2,0.0
12/09/2016 12:09:31,2,0.0
12/09/2016 12:09:35,1,0.142857142857
12/09/2016 12:09:38,2,0.142857142857
12/09/2016 12:09:41,2,0.142857142857
12/09/2016 12:09:45,2,0.142857142857
12/09/2016 12:09:48,1,0.285714285714
12/09/2016 12:09:51,1,0.428571428571
12/09/2016 12:09:55,2,0.428571428571
12/09/2016 12:09:58,1,0.428571428571
12/09/2016 12:10:01,2,0.428571428571
12/09/2016 12:10:05,1,0.571428571429
12/09/2016 12:10:08,1,0.714285714286
12/09/2016 12:10:12,2,0.571428571429
12/09/2016 12:10:15,2,0.428571428571
12/09/2016 12:10:18,2,0.428571428571
12/09/2016 12:10:22,1,0.428571428571
12/09/2016 12:10:25,1,0.571428571429
12/09/2016 12:10:28,1,0.571428571429
12/09/2016 12:10:32,1,0.571428571429
12/09/2016 12:10:35,2,0.571428571429
12/09/2016 12:10:39,2,0.571428571429
12/09/2016 12:10:42,1,0.714285714286
12/09/2016 12:10:45,1,0.714285714286
12/09/2016 12:10:49,1,0.714285714286
12/09/2016 12:10:52,1,0.714285714286
12/09/2016 12:10:55,1,0.714285714286
12/09/2016 12:10:59,2,0.714285714286
12/09/2016 12:11:02,2,0.714285714286
12/09/2016 12:11:05,2,0.571428571429
12/09/2016 12:11:09,1,0.571428571429
12/09/2016 12:11:12,1,0.571428571429
12/09/2016 12:11:16,1,0.571428571429
12/09/2016 12:11:19,1,0.571428571429
12/09/2016 12:11:22,1,0.714285714286
12/09/2016 12:11:26,2,0.714285714286
12/09/2016 12:11:29,1,0.857142857143
12/09/2016 12:11:32,1,0.857142857143
12/09/2016 12:11:36,1,0.857142857143
12/09/2016 12:11:39,1,0.857142857143
12/09/2016 12:11:43,1,0.857142857143
12/9/2016 12:11:43,0,0.714285714286
12/09/2016 12:11:48,2,0.714285714286
12/09/2016 12:11:52,1,0.714285714286
12/09/2016 12:11:55,2,0.571428571429
12/09/2016 12:11:59,2,0.428571428571
12/09/2016 12:12:02,2,0.285714285714
12/09/2016 12:12:06,1,0.285714285714
12/09/2016 12:12:09,2,0.285714285714
12/09/2016 12:12:13,2,0.285714285714
